LocationID;Zone;Zone_Lat;Zone_Lon;borough_ID;Borough;borough_lat;borough_lon;borough_boundingbox
200;Riverdale/North Riverdale/Fieldston;40.894;-73.903;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
201;Rockaway Park;40.58034295646131;-73.84153370226186;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
202;Roosevelt Island;40.76215960576283;-73.94916769227953;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
203;Rosedale;40.65981643342808;-73.73526079428278;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
204;Rossville/Woodrow;40.543333000000004;-74.197222;5.0;Staten Island;40.5834557;-74.1496048;['40.4960342', '40.6488941', '-74.2556782', '-74.0492521']
205;Saint Albans;40.69;-73.765;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
206;Saint George/New Brighton;40.638830778;-74.08933297600001;5.0;Staten Island;40.5834557;-74.1496048;['40.4960342', '40.6488941', '-74.2556782', '-74.0492521']
207;Saint Michaels Cemetery/Woodside;40.7648;-73.899;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
208;Schuylerville/Edgewater Park;40.835;-73.833;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
209;Seaport;40.706111;-74.003333;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
210;Sheepshead Bay;40.58689012678384;-73.9431864048298;6.0;Brooklyn;40.6501038;-73.9495823;['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']
211;SoHo;40.723;-74.0;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
212;Soundview/Bruckner;40.805656400000004;-73.8495822;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
213;Soundview/Castle Hill;40.819;-73.85;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
214;South Beach/Dongan Hills;40.589;-74.096;5.0;Staten Island;40.5834557;-74.1496048;['40.4960342', '40.6488941', '-74.2556782', '-74.0492521']
215;South Jamaica;40.69691125378989;-73.7904261313554;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
216;South Ozone Park;40.66854957767195;-73.80986478649041;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
217;South Williamsburg;40.71;-73.96;6.0;Brooklyn;40.6501038;-73.9495823;['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']
218;Springfield Gardens North;40.676;-73.774;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
219;Springfield Gardens South;40.66;-73.77;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
220;Spuyten Duyvil/Kingsbridge;40.881;-73.917;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
221;Stapleton;40.626927625381754;-74.07790192660066;5.0;Staten Island;40.5834557;-74.1496048;['40.4960342', '40.6488941', '-74.2556782', '-74.0492521']
222;Starrett City;40.64758905230874;-73.87936970045875;6.0;Brooklyn;40.6501038;-73.9495823;['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']
223;Steinway;40.7759230156429;-73.90228960391673;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
224;Stuy Town/Peter Cooper Village;40.732;-73.97800000000001;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
225;Stuyvesant Heights;40.687;-73.941;6.0;Brooklyn;40.6501038;-73.9495823;['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']
226;Sunnyside;40.74017628351925;-73.92691617561577;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
227;Sunset Park East;40.643333;-74.014444;6.0;Brooklyn;40.6501038;-73.9495823;['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']
228;Sunset Park West;40.643333;-74.01644399999999;6.0;Brooklyn;40.6501038;-73.9495823;['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']
229;Sutton Place/Turtle Bay North;40.758719;-73.960942;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
230;Times Sq/Theatre District;40.758213;-73.985935;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
231;TriBeCa/Civic Center;40.714027;-74.00298599999999;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
232;Two Bridges/Seward Park;40.714960999999995;-73.989508;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
233;UN/Turtle Bay South;40.749371999999994;-73.9689;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
234;Union Sq;40.736186;-73.989343;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
235;University Heights/Morris Heights;40.818843;-73.910803;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
236;Upper East Side North;40.776513;-73.95581999999999;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
237;Upper East Side South;40.769365;-73.959526;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
238;Upper West Side North;40.792691999999995;-73.973139;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
239;Upper West Side South;40.781929;-73.979314;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
240;Van Cortlandt Park;40.88961;-73.888025;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
241;Van Cortlandt Village;40.884793;-73.89395999999999;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
242;Van Nest/Morris Park;40.850993;-73.84734399999999;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
243;Washington Heights North;40.847473;-73.936635;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
244;Washington Heights South;40.832114000000004;-73.942871;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
245;West Brighton;40.631878926546065;-74.1071817826561;5.0;Staten Island;40.5834557;-74.1496048;['40.4960342', '40.6488941', '-74.2556782', '-74.0492521']
246;West Chelsea/Hudson Yards;40.751957;-74.00104;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
247;West Concourse;40.82983;-73.921203;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
248;West Farms/Bronx River;40.842283;-73.876941;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
249;West Village;40.734433935724354;-74.00617998126813;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
250;Westchester Village/Unionport;40.834539;-73.84877;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
251;Westerleigh;40.62109047275409;-74.13304143951704;5.0;Staten Island;40.5834557;-74.1496048;['40.4960342', '40.6488941', '-74.2556782', '-74.0492521']
252;Whitestone;40.781290766026935;-73.81420216610863;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
253;Willets Point;40.760465;-73.843027;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
254;Williamsbridge/Olinville;40.878698;-73.858766;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
255;Williamsburg (North Side);40.709944;-73.957595;6.0;Brooklyn;40.6501038;-73.9495823;['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']
256;Williamsburg (South Side);40.706656;-73.957464;6.0;Brooklyn;40.6501038;-73.9495823;['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']
257;Windsor Terrace;40.65694583575104;-73.98007340430172;6.0;Brooklyn;40.6501038;-73.9495823;['40.5700235', '40.7394026', '-74.0419691', '-73.8556336']
258;Woodhaven;40.68988687915789;-73.8581104655432;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
259;Woodlawn/Wakefield;40.895590000000006;-73.856107;3.0;Bronx;40.8466508;-73.8785937;['40.7853712', '40.9152598', '-73.9336575', '-73.7653293']
260;Woodside;40.746349088602216;-73.90184166;2.0;Queens;40.7498243;-73.7976337;['40.5419011', '40.8009249', '-73.9626879', '-73.7001809']
261;World Trade Center;40.712371999999995;-74.013687;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
262;Yorkville East;40.778058;-73.952033;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
263;Yorkville West;40.775775;-73.947216;4.0;Manhattan;40.7896239;-73.9598939;['40.6839411', '40.8804489', '-74.0472219', '-73.9061585']
264;Unknown;40.748135999999995;-73.984872;0.0;Unknown;0.0;0.0;0.0
265;Unknown;40.748490000000004;-73.98685400000001;0.0;Unknown;0.0;0.0;0.0
